r1,r2,r3,r4,r5,r6,r7,r8,label
1762946,99890,74590,73177,80091,91499,221066,245507,0
1144851,787473,22260,73966,54342,38919,46120,17618,0
659725,307494,18467,104361,39544,49093,85380,26961,0
1194439,967006,112262,79754,36943,21473,40121,9748,0
298747,212568,185724,24736,43369,41240,33388,13315,0
1263298,824867,328130,119891,17452,464275,482935,345072,0
1263298,824867,328130,119891,17452,464275,482935,345072,0
1076916,474706,89928,99229,19664,17697,11262,7636,0
2018150,191943,72313,26981,52735,35448,67312,31140,0
781267,1511647,94216,49841,165802,273647,91391,42628,0
2031329,147868,94133,96424,43605,50206,20498,6294,0
230749,318681,53738,8128,79671,11304,6353,5953,0
938687,345926,68288,185160,68578,44317,64639,67238,0
958144,376811,57742,60392,33760,55682,79000,16051,0
1637419,731629,273483,244906,403264,223665,245539,170173,0
1065211,552219,189861,143281,45614,157209,21377,20122,0
938041,697666,249473,32185,43056,28462,8907,7299,0
1005972,276091,63597,101136,33887,30506,41346,31709,0
865542,84190,21768,123420,124628,243814,116775,46687,0
865542,84190,21768,123420,124628,243814,116775,46687,0
1406680,251373,99893,128098,98405,65034,33754,12632,0
1747763,532970,62055,120047,76843,64648,39332,40437,0
1562783,506850,71938,216945,115311,375249,158364,116377,0
1562783,506850,71938,216945,115311,375249,158364,116377,0
2313410,314616,93994,114126,131397,21611,145388,29311,0
1084849,306887,129864,91446,63598,490646,78245,31909,0
2042586,244283,109232,106746,86729,93976,33128,21848,0
702788,506736,84873,133652,137508,68983,38188,27041,0
805232,428641,185305,44369,23168,7652,40519,23503,0
1141851,390011,41274,34341,38289,31250,56481,49242,0
634703,108370,131212,164407,63380,95794,60247,38252,0
1735277,937635,149164,62207,94444,74652,57299,48706,0
1379912,1080851,244531,124314,109701,34862,24191,19363,0
3223947,545882,16164,28026,19161,44946,11161,10571,0
172126,60049,83326,92207,139147,119888,67157,59222,0
238464,116333,20085,80023,76851,60240,67476,68138,0
1580486,292597,37702,42579,18476,43955,81727,43459,0
920103,145846,243774,73988,210970,115602,33644,80039,0
920103,145846,243774,73988,210970,115602,33644,80039,0
1211805,474867,80553,67134,111576,146793,100449,42596,0
1755912,164774,184456,66450,77623,87817,161628,104707,0
2803882,154093,72172,22799,43327,30152,16814,46077,0
974985,113608,63126,109786,71468,25149,28603,14961,0
483950,222663,40360,96230,66949,150058,89650,50270,0
483950,222663,40360,96230,66949,150058,89650,50270,0
2222533,76651,67180,53796,50986,28272,45428,85576,0
1363935,298309,123101,100277,73874,69782,83240,25726,0
944591,473753,332240,79722,27087,87422,75364,76000,0
944591,473753,332240,79722,27087,87422,75364,76000,0
252500,328763,193715,107673,60833,143658,68561,23902,0
1921601,361533,60986,50122,16243,57595,40922,17897,0
1986347,759838,29213,80558,156713,92999,49679,30337,0
1533449,501979,64608,69284,170919,67099,20216,29676,0
501467,451107,41621,307313,308068,126941,66395,77766,0
2461690,253605,23435,39532,91591,71991,40126,59759,0
2305562,486293,23373,76971,51370,94653,83409,62680,0
626242,189467,18375,55082,66693,153078,53725,42307,0
1369403,615459,238636,198776,171425,364782,224700,50373,0
314577,1206200,106558,200213,100071,134239,93459,68905,0
1991244,620478,22514,103752,113996,84908,15006,29104,0
762269,569863,160260,23644,71794,29367,63627,28365,0
2568715,523814,34518,40802,24765,21779,14612,22499,0
1499339,579260,471726,91366,42388,90318,42069,53154,0
348334,166494,123508,148426,148142,44621,13784,11472,0
700623,218736,121566,136213,23019,50292,11556,8019,0
889533,113598,50558,47074,11310,18222,25487,49773,0
787324,524173,51773,193218,61543,284434,185826,33086,0
933324,530394,52662,40189,31742,35294,81640,35142,0
615709,654779,121801,33178,62521,13794,23819,18165,0
1653807,635360,42713,96584,110650,37404,57469,20335,0
999856,275864,341130,131877,63651,42540,9265,27518,0
602570,648667,168760,21790,40360,16961,12561,20899,0
2148789,380977,42293,48844,107962,36566,32851,14618,0
1639440,374729,198699,113481,32991,42603,31594,36065,0
1933071,850875,22907,329575,425810,267559,116125,312486,0
1379680,941728,168233,763895,333388,227811,121124,195622,0
827255,262559,122491,99999,66765,43804,42023,4989,0
1550549,93382,20948,59903,103208,55770,8018,1650,0
2159644,143194,168560,69237,76157,35456,27810,22327,0
1064837,116011,92064,35711,31664,81005,124890,79226,0
169186,126508,110850,32161,116532,72136,48987,16839,0
701299,116051,162048,14572,14167,40302,48934,8966,0
2204821,944546,434681,137768,81371,50830,55402,66256,0
1672207,248653,17047,98252,45234,74406,15899,8240,0
1018279,164813,125968,66431,59301,44800,38684,24686,0
1489532,782292,163948,33059,129675,79204,67797,51603,0
558496,544982,689578,236807,47974,70735,109008,92165,0
2074552,296129,221807,84702,159803,64466,29394,13535,0
1694736,229986,31942,31482,21404,32440,59517,51309,0
676265,361376,109164,78334,107998,86774,26609,12417,0
676265,361376,109164,78334,107998,86774,26609,12417,0
1894702,1439312,131558,211132,113325,87267,51955,63929,0
1114490,894989,105895,244762,36076,37028,43610,49092,0
631228,313362,304640,54601,74118,116287,29918,28031,0
257311,366343,27481,66086,111992,50754,83744,23012,0
1159789,822077,89901,166715,37121,92566,179532,45082,0
2372022,161406,59187,109337,35757,60455,103765,53938,0
1341593,334376,66388,143290,92654,67346,27779,12679,0
411477,262422,82295,15450,20600,26430,62449,25655,0
766220,464946,69530,83818,267402,253350,68967,25618,0
1978890,611162,112781,19810,50642,26651,10839,19107,0
2001527,516797,37098,82404,36913,66413,108524,37281,0
2790707,830482,507091,415219,75560,82455,35441,146041,0
2518415,431754,320748,173387,81067,67282,47144,42056,0
1442027,506650,421529,97714,52293,77301,161731,104560,0
2115569,160461,75671,163151,36904,97328,27042,12940,0
841709,1718604,133615,50191,23709,97301,68025,43483,0
549740,545429,29814,23964,26239,54270,17805,32801,0
1990672,397315,216004,180058,58672,66113,10732,6292,0
2143369,567486,144291,46476,89553,95417,35231,47285,0
1294666,190362,16073,35480,20145,18909,79172,24395,0
1071668,288909,147415,32732,25367,9367,25084,12151,0
1092608,392516,76752,42827,10738,14901,13334,28273,0
3482306,204273,101698,53261,15739,35999,11950,8002,0
1782871,513461,166630,111397,15143,42749,18071,14196,0
1503549,914014,108338,212155,110064,102437,42013,131491,0
1670600,896560,405436,179478,216868,232701,203619,104622,0
857298,496242,32323,40766,35205,35922,89913,61676,0
2687101,361097,36774,21645,18660,14769,33469,37872,0
950410,312265,54509,110309,112963,94174,57140,25801,0
1487372,1621201,135264,36833,34333,29286,36708,36541,0
1821928,97799,140402,256696,73234,47636,23746,19593,0
726868,242635,247198,45157,93322,21762,8379,6608,0
723920,719202,186904,14871,33702,49750,28739,18720,0
721115,752600,9720,52616,37540,85710,70244,41341,0
1656530,1108628,42792,183314,26221,101658,27071,11289,0
1334384,361241,27130,39371,61658,95254,43085,19015,0
2115961,728009,83474,84985,28325,46046,24211,22861,0
1215658,1028087,176341,127773,80157,59394,19702,38591,0
885392,754783,17955,72701,56398,30076,12130,13731,0
1432703,370508,13642,67940,79611,16751,49290,33982,0
710144,150987,186519,30504,22012,25998,36675,35796,0
1494629,595914,276365,70801,84651,42033,24051,14817,0
3660457,278063,142856,80412,35395,70792,34217,23925,0
1119137,392381,85149,68952,183067,39380,48147,9858,0
2026415,323641,124377,82001,33530,20429,71818,22610,0
836147,159491,139393,77659,86772,66164,10270,7920,0
2002536,102136,86469,23166,20216,41512,30842,70396,0
900975,138806,56285,14146,26983,16646,105570,16548,0
2074697,243217,16706,33664,17250,56791,42691,71440,0
1715695,235882,56835,101722,48317,104103,18963,15561,0
2266648,25125,25010,87779,29433,18603,29583,17218,0
2213381,2558093,94010,223304,32380,135496,120841,73692,0
835007,821642,240752,245267,27100,124796,193902,64460,0
1779441,588878,186544,89232,36784,58236,78027,67954,0
1812387,244404,88028,100585,75117,81450,27191,7923,0
1653584,174420,78704,11861,42483,34666,95476,27346,0
1511778,537822,104271,73445,54810,70884,26255,18109,0
2348098,651000,272310,309204,399960,176394,39376,14065,0
717998,713085,105431,99231,47379,123681,23756,11981,0
1836367,356583,211312,19932,40758,59913,65537,28616,0
1271795,1712962,688234,134947,259916,131918,43860,22665,0
1000896,443755,295474,207489,56662,99297,216409,93897,0
1359458,822545,38039,40949,44910,19938,19449,4881,0
303717,131153,45422,17380,77787,66754,72298,12292,0
2540219,452002,162916,26879,70752,10903,10322,16115,0
716088,176066,179627,57994,98205,29375,18096,3628,0
1229788,116663,90294,32767,64606,61790,40101,58268,0
272901,158600,59295,110132,78791,38091,89683,27387,0
1343072,487415,96216,173742,73293,23843,58493,24397,0
1450404,541364,134966,27023,16525,19478,15519,8138,0
1217406,469739,212268,30953,30870,14141,12785,13642,0
1152068,350350,161681,107420,121303,92575,31856,45417,0
152816,190691,241358,100322,61706,23499,26275,20341,0
2082555,160315,84303,83735,79134,81406,16738,7010,0
1023521,471370,180794,84015,10338,24031,14175,13590,0
1178603,8791,6936,6817,20250,104992,7843,62577,0
1452377,591009,21502,86218,177758,23750,60346,61478,0
1248690,121037,85453,120401,143399,101154,18934,9995,0
2494690,634648,307988,66238,48662,32460,17016,13424,0
2102006,295950,236422,256726,117354,76462,30399,7612,0
1419419,701514,129094,28341,38218,50078,33053,18488,0
2261104,852577,70655,76244,73933,32992,26620,18113,0
1238460,256325,56759,53143,19909,36679,40786,42233,0
183699,606905,64436,87748,79842,20238,9051,4496,0
2140806,1637306,68205,98832,95310,119562,94712,55918,0
1974674,474367,122723,96352,79867,54667,27537,11722,0
1157039,313470,50546,46185,55937,51128,21715,37397,0
3297834,102899,77764,20178,24148,24365,22154,14501,0
519401,33193,205682,46682,34596,69187,10585,4914,0
1566386,920398,6406,169718,106526,55205,19250,13168,0
1323521,938861,70825,100552,21769,31501,33785,11309,0
2718335,1171739,156591,83348,38261,43165,62694,26622,0
1027325,70463,187423,15040,7614,34154,14228,13998,0
980637,960057,78624,152152,136934,90229,38947,16570,0
323875,457974,172867,39579,20229,11797,7963,4460,0
1039932,646601,65066,42385,35843,35785,18069,28164,0
1706325,1053475,239166,219404,246704,244980,40200,41602,0
1475286,529445,22272,73855,217806,102898,30216,18886,0
516596,781642,189417,92806,294108,244762,51653,10844,0
996069,979296,91037,55030,20952,13501,6572,3973,0
1415564,291505,37370,24013,36411,42948,17495,72079,0
875640,84792,84873,104067,44130,67547,8331,17165,0
1725177,440851,124042,40894,96819,47265,70870,63975,0
1274413,461593,17348,30522,211582,39077,37774,19105,0
1025171,264266,5766,40284,104504,139016,62285,32750,0
310847,541972,222171,34898,54811,28026,13469,8810,0
1418447,579326,92602,50763,124190,25394,10180,13298,0
942827,508835,34696,14231,4326,42776,40438,32357,0
2543167,852392,157815,61796,28072,39565,19409,11296,0
2073557,284127,49345,42286,62141,31477,41129,26649,0
2426226,938742,99748,348478,180738,20224,7787,3913,0
3377348,458994,59493,20022,40989,33212,9909,9981,0
1462145,895759,459841,162220,166911,168130,65366,35139,0
3068893,115383,33744,60120,106975,90314,26811,30515,0
1234038,1544753,104757,53220,151033,67512,100120,41124,0
1773452,949771,114755,70154,53885,22951,17075,6564,0
2100471,464122,160277,232607,62735,17641,12841,11117,0
1929280,212832,91427,189164,135131,210341,105451,52773,0
305016,606613,41737,2687,12685,20045,32010,19278,0
691709,482628,88147,4189,32811,94778,47148,56436,0
1320919,407168,20408,9957,12596,50432,51303,33732,0
514579,307765,23812,10520,92326,40384,54382,10943,0
1600542,141330,51369,64893,42365,53374,152931,32986,0
1055534,580732,160389,20723,66627,35961,13305,9429,0
1055534,580732,160389,20723,66627,35961,13305,9429,0
2534299,658096,107570,68934,49740,79941,19903,13070,0
1299514,581320,129038,106892,243533,112957,112674,74348,0
1200940,275172,76530,114252,34513,41033,14854,5365,0
343731,150586,32457,130802,50862,51110,18064,23853,0
1484716,168064,59814,24349,97870,58034,8744,14753,0
596149,973005,28402,106751,33065,13121,8167,23758,0
3498789,162293,342314,287440,303695,50786,24575,20110,0
1986003,948967,323311,285362,316967,145016,44130,16681,0
1124138,291967,255520,165963,150774,54873,17873,4300,0
941996,982394,157340,38786,51800,42662,16344,23594,0
1472630,272953,11101,128985,57398,20130,13993,17474,0
104937,184794,174022,11978,64513,23466,31065,10156,0
1889390,1235625,35561,115825,230026,64983,39930,21193,0
978839,201624,137307,86970,30982,60067,35235,22386,0
1139048,194652,64188,97817,111066,75464,39836,22789,0
375679,457326,260888,122500,47584,33000,42683,65160,0
423587,930625,58950,140593,88140,37443,10101,4243,0
2210643,350058,53539,56826,20222,29536,28045,27614,0
3144106,203984,11834,62917,22589,32561,14152,4334,0
2320277,750500,96269,14651,36914,57285,27404,29355,0
513366,670143,88784,81506,62106,45614,35061,38666,0
1152451,1279266,180435,283408,120776,187737,63379,121922,0
689006,597447,118173,36189,129164,18855,19815,6628,0
602042,393545,243713,20548,64198,24837,34952,20580,0
422174,959023,77186,49329,32472,67833,19528,24236,0
3460208,550528,25239,15839,26456,46264,11146,5783,0
1366942,467377,44605,13785,117730,37461,18858,11305,0
2037091,612111,96423,22939,35662,24843,26319,35502,0
495906,853633,65611,64787,58320,74247,21955,7022,0
1892227,108308,30211,139369,120224,182091,115453,54227,0
1772186,291520,44225,57108,32320,14007,78330,18701,0
215487,393586,92658,134209,37207,23699,13418,6740,0
3285613,236050,39518,74021,21299,12729,38182,7127,0
1572405,99161,160278,144790,88926,48214,36080,40929,0
1244706,230985,91766,134565,105438,55399,22025,40561,0
2327870,114370,77457,37770,12067,46147,64210,61733,0
2886307,156804,42680,21686,19197,51423,38395,14065,0
1546982,1011113,106994,65153,140429,54028,49370,122736,0
2384574,777464,68457,52200,133076,77712,40544,27655,0
1443491,420364,84934,49072,43881,26997,32410,48502,0
1439695,1273281,309885,92317,69707,57090,15277,14407,0
421392,311836,7663,74448,7007,19363,38853,24152,0
434221,511413,47986,18493,67903,49612,44488,14426,0
964868,885634,652790,563277,218857,100178,18727,53484,0
1212255,1200054,22786,70994,111586,38799,52315,57854,0
1145061,392108,272686,294550,235011,291401,220362,88390,0
1603483,497351,449786,53364,59241,68489,80993,72754,0
1633900,271671,25410,85552,82300,74878,22813,2392,0
1610737,259284,32192,122805,138789,52893,11432,10968,0
702814,554780,6431,31411,40715,80300,18033,10868,0
2338242,597186,40728,71919,86752,100701,38185,15966,0
1714021,628553,121160,80491,82544,58625,26825,63064,0
484898,1270172,90846,57505,40113,62989,108906,76522,0
205944,263333,130125,264872,51764,17488,34818,23578,0
1549579,294562,9271,89641,180755,109325,71871,70106,0
1573348,619832,118600,40163,56568,67732,79093,33423,0
1333615,845836,141979,107229,30807,20877,23891,12639,0
1525439,1476324,69989,49610,90601,79458,93173,81820,0
3149316,742945,118571,101173,115346,52010,57511,42251,0
2245233,1528449,32363,17722,49994,38672,37777,22309,0
1406848,375471,18769,87701,74342,58522,19813,5764,0
781526,538838,171499,44790,62914,26430,14976,13052,0
2341215,1648174,145416,143524,30446,35209,25906,19079,0
2334500,479678,88759,54178,23953,94521,71502,35919,0
493628,409078,26554,60464,68995,47334,9117,4348,0
1005163,391190,42212,138217,25557,14968,15428,13993,0
496122,581624,29006,73075,76627,45364,20741,10774,0
1792623,296581,216817,94569,45450,28426,15586,10016,0
871137,405487,231007,30207,134501,156798,125236,43287,0
1375825,392166,87399,92057,59943,42264,13746,8933,0
500316,237615,13506,68559,176735,69572,48013,26130,0
1510650,244829,32454,76265,90332,51514,37337,32194,0
2371903,1005136,27099,38765,11942,50325,54612,66346,0
1217271,1426963,57437,145030,25401,94734,105691,50070,0
932640,338068,111328,134143,82982,52622,24115,6219,0
1452730,94864,93096,46286,72997,59340,12052,6830,0
778451,551097,21315,97462,255563,49983,36969,26713,0
1088880,191813,46188,185737,103622,82475,26086,10826,0
1606356,744782,283968,240304,59732,105903,14027,10805,0
1915555,1596679,206326,184422,202711,86452,75381,86832,0
1024160,292217,47219,39031,166312,39421,22445,5832,0
2622625,177305,163138,68777,57167,32190,30676,22693,0
962250,502253,83940,158545,81278,56654,70349,66530,0
328630,38745,49865,72445,89332,48821,50363,30535,0
3101940,541779,70136,88257,28576,22408,10870,4117,0
2006539,430726,28897,60455,147488,184748,71437,87969,0
3466561,476768,22784,26876,27926,37483,41776,21821,0
1378098,369296,83746,139340,64425,59590,53150,30052,0
1099193,393359,113373,60727,79948,15287,21719,45136,0
305673,631121,21190,89772,53674,29002,17340,2917,0
927632,81275,3507,9065,52449,83017,25587,24104,0
93781,272121,18403,55166,64956,31816,40751,37809,0
1231822,511669,33027,46058,69049,21260,17620,15409,0
