r1,r2,r3,r4,r5,r6,r7,r8,label
696577,92780,35602,4313,106970,29712,33996,13706,-1
724623,412783,24614,13347,7668,121878,18692,8855,-1
905752,334755,23770,86031,276612,170384,241201,112461,-1
614870,334880,176485,75332,68515,27021,9327,9348,-1
374300,141206,33228,185774,97457,172759,72427,51014,-1
1536347,624390,1704687,685689,762234,312634,222109,282369,-1
96532,295362,64212,53025,26199,418129,33299,26025,-1
613821,149739,81613,69262,244563,186327,54356,32586,-1
613821,149739,81613,69262,244563,186327,54356,32586,-1
560469,186777,246018,31739,298360,248706,150577,22469,-1
510087,285788,186754,121140,44811,10133,5124,3748,-1
1010146,111046,47011,25117,24807,158109,10420,14495,-1
2321517,123076,136597,105910,83989,85018,116249,26585,-1
388480,271481,72762,139830,44663,29166,4748,4163,-1
718775,307792,114876,90884,128721,68999,15990,21337,-1
667969,334619,220956,141316,53146,52717,64960,64853,-1
667969,334619,220956,141316,53146,52717,64960,64853,-1
1503855,1305223,117922,42197,24881,48419,28483,32460,-1
868994,203121,91025,97674,50127,87213,187922,93531,-1
592800,104528,33243,52960,136753,225688,34938,19975,-1
1004283,98601,40290,167430,150339,125642,60285,65144,-1
553799,374797,86895,65355,52119,119420,15686,16224,-1
1496093,442299,131456,137100,414853,269436,54830,30293,-1
1496093,442299,131456,137100,414853,269436,54830,30293,-1
833886,80257,36325,40478,86509,57313,26915,44230,-1
1466685,334436,195077,430282,341383,368745,71347,113958,-1
603869,586765,121300,248051,297200,176571,50928,88857,-1
1438427,144596,180105,108359,384337,135751,144212,58550,-1
1538934,388798,136076,182177,416852,555786,27431,44109,-1
303065,532396,91407,203174,162101,174400,56070,54606,-1
768285,302603,127361,94109,270774,169175,17063,20741,-1
284520,213109,21824,78526,57693,142720,25298,38792,-1
1602174,577901,206257,265981,413275,336573,107712,134972,-1
593841,153028,14267,30667,47094,136333,29914,29329,-1
627275,350552,53196,136947,27520,115150,45548,63949,-1
2579947,239811,248168,273761,59722,191782,198031,176203,-1
944391,597533,76686,29893,84245,57663,18021,21571,-1
124129,377273,437787,225542,226761,186474,156049,41023,-1
1389154,719728,579403,603721,517334,429188,428921,214635,-1
512014,38454,85806,40928,17253,62285,58560,16725,-1
2385320,82944,18221,80743,63792,75922,3219,2286,-1
553812,234978,115420,152657,75535,129474,135248,65498,-1
544939,239490,46572,79879,44793,65798,75132,61533,-1
1258062,1158910,269019,176184,99208,577092,406420,108855,-1
1049436,151722,240141,160256,241401,302540,63138,28970,-1
346442,512862,91653,51250,120747,102083,39785,31266,-1
290828,133800,69245,130977,331080,148564,94351,209415,-1
525715,552116,236572,408300,572597,327649,121151,20655,-1
477023,108304,66510,141719,57229,100947,106054,37059,-1
1678352,642769,86616,127628,38994,130787,130262,166607,-1
795054,318713,60536,47532,65637,57766,60165,31935,-1
848796,816392,223580,308421,195614,185409,215872,179885,-1
851165,217503,165564,63188,43523,68794,33613,12313,-1
752482,111756,11412,29040,36096,88335,106786,78774,-1
1613275,722087,112657,235534,68224,76696,61104,58730,-1
1840786,1044127,299919,736919,1342201,615542,348466,148580,-1
252443,806170,341034,159005,71295,139798,150874,154610,-1
1143416,360941,165911,34387,95691,108453,93924,57855,-1
2303661,1512691,471900,472264,662548,372606,222551,148137,-1
1897496,131927,156429,132675,278277,240996,96892,129252,-1
1691359,788343,314969,190344,221587,533298,202779,156298,-1
880910,274065,225381,247355,138448,205469,120909,102719,-1
1646677,1217900,195851,247253,134640,172548,246381,190240,-1
450562,222261,170128,82062,43349,56587,67146,120367,-1
675958,80184,50829,38126,127428,53516,43766,42316,-1
1264679,1329441,237060,508685,449933,383364,497384,360441,-1
1285245,762491,39872,482172,266308,110785,141727,114289,-1
356368,270196,488072,97728,493627,152925,116188,141985,-1
1415936,142968,162472,186832,60762,309871,183714,102309,-1
1139693,1065083,673974,232163,318020,463176,126800,183142,-1
1422986,473446,297976,394804,263649,138510,290812,277608,-1
1501354,215855,67511,205115,58448,71189,135061,70922,-1
736194,150566,11245,88913,162119,121783,96100,89059,-1
514276,41603,59872,30676,167539,153013,175686,96003,-1
1023273,542063,34806,73678,46369,143837,113000,37767,-1
641760,119700,26793,79719,83430,79579,20535,21122,-1
1535854,360015,41805,45614,12895,111561,26971,17329,-1
903176,456384,56690,27908,201156,186591,83349,75794,-1
659409,386856,300621,83467,36142,108880,58254,35351,-1
1110851,232569,94499,139236,41320,72288,43854,25194,-1
784353,205566,97925,66702,98431,69272,126046,56718,-1
1463352,79762,57858,35292,137215,77172,64103,31273,-1
1591352,1333517,157511,172725,469630,273344,108824,195857,-1
439342,171179,117691,30531,140491,156886,77064,103224,-1
1191871,233672,135581,107421,128276,59800,27568,13192,-1
2058594,539706,153754,403925,71507,107845,64475,43022,-1
1221743,301310,191647,67021,70906,38763,50616,49138,-1
295809,295288,198231,101450,156919,194223,112107,183952,-1
195817,93074,19995,92386,156160,50965,26078,63757,-1
1027991,343778,96457,178530,220500,153683,79781,63686,-1
194219,388395,703704,301959,119738,154148,97114,119350,-1
918902,173251,89354,127805,369249,210289,172880,84695,-1
2448870,534847,43571,87213,68316,76742,91895,86747,-1
2808381,772284,102957,217985,198562,77626,24057,5141,-1
213878,160122,259383,110896,109696,482568,198399,199836,-1
1299365,242797,42547,22010,25118,89531,88386,32360,-1
492143,813585,205307,166036,797945,332610,163471,285042,-1
2644152,241665,149520,85764,79704,130350,7521,5548,-1
1552118,121002,60098,79035,187767,382642,211972,176259,-1
1040495,110973,162545,131309,142849,108797,33374,27100,-1
537019,285589,49154,65376,50465,88706,81843,30561,-1
1204255,815281,141047,103644,94499,115373,121714,57667,-1
2308607,233179,108497,333158,128887,135903,37346,72203,-1
1411926,703373,186999,106113,96945,100542,42703,56094,-1
749608,125383,189208,137616,47799,104142,108274,123827,-1
1717014,208411,145984,142546,104417,115549,160718,52396,-1
441941,82188,24019,41482,23378,56214,87377,29307,-1
1976609,562597,196701,564481,190242,224636,131508,67122,-1
552303,210345,110651,88827,198936,149381,60369,29495,-1
451527,493919,651785,392783,74525,140219,48163,31106,-1
1380333,549536,103818,121488,56170,99650,70722,162943,-1
1569203,420515,369932,615660,373310,897144,22685,5510,-1
1324237,132906,45948,22365,21557,114043,85135,46621,-1
800187,53785,57015,134574,15035,27296,47669,49466,-1
1996893,203450,25814,67619,35416,114234,45819,33245,-1
1089719,670604,396263,139877,223353,768085,27890,10776,-1
1361876,324965,212359,197103,259266,197783,332848,228338,-1
1239814,92776,53954,19532,27247,78031,154151,51766,-1
1339283,264608,49353,204320,235986,273943,96226,81562,-1
1349211,561982,50822,114925,9609,123573,19270,26224,-1
433225,611276,765147,545734,280483,300216,301227,115691,-1
661062,61093,2951,88568,129273,74883,83831,86785,-1
2784573,646634,92272,168073,52033,40129,15765,8482,-1
629557,341838,76864,98051,72482,131935,90022,55366,-1
752301,261768,169961,134625,148343,78831,54249,24209,-1
307057,451101,105352,74978,332276,290802,224129,126641,-1
943439,576389,116760,154514,101579,273078,91011,62786,-1
1661533,174992,35378,119222,64468,36281,18797,8060,-1
1045227,815748,311727,436815,280766,232986,239285,164246,-1
629779,577070,61369,123271,119701,240462,105648,96515,-1
535135,67390,11605,109945,71953,96220,6749,4765,-1
2157702,668506,1189812,1452394,866622,529260,326935,356356,-1
1405966,186162,115592,182290,133776,41354,19706,4382,-1
627173,525073,42904,34848,11658,85555,61072,87365,-1
1728628,574552,2541,157259,50916,85008,83922,58459,-1
588286,117115,23747,24579,50227,101047,80825,76899,-1
620542,178463,183357,59381,24650,111935,70565,80965,-1
620542,178463,183357,59381,24650,111935,70565,80965,-1
460927,73564,10420,187454,187517,112947,49797,36086,-1
2698286,75087,105929,34371,38613,37890,30490,27026,-1
1826605,180723,45320,98374,202884,129887,7533,6499,-1
1945789,205771,175424,118055,301369,231092,308783,252457,-1
1678692,177297,449933,236163,134586,56525,33299,30507,-1
653330,270356,58253,57656,78289,186966,85671,50885,-1
653330,270356,58253,57656,78289,186966,85671,50885,-1
628264,323566,16509,23345,22220,37097,19397,51177,-1
609045,160599,52890,60506,146813,113758,78841,54937,-1
230390,179191,58317,261386,62801,34178,31556,27146,-1
1102799,274494,131134,198799,150024,40731,113369,53664,-1
1206471,392667,112744,193214,822843,455965,155854,109552,-1
1555010,1773458,617501,400723,182996,792992,845303,232969,-1
747095,1150399,297205,228098,174614,94581,135442,134861,-1
747095,1150399,297205,228098,174614,94581,135442,134861,-1
634735,314468,13805,76060,51401,111937,17959,69433,-1
1993762,296322,58568,112707,159922,236936,175354,71097,-1
1114113,206942,29708,32373,138898,102587,81838,92598,-1
266546,738810,123592,120748,291658,198109,79785,77683,-1
361722,151865,85753,53060,148055,111674,76313,37212,-1
361722,151865,85753,53060,148055,111674,76313,37212,-1
1811278,358715,194433,192354,183144,114795,50504,28732,-1
460934,65464,130393,170479,56476,44097,99007,50575,-1
3006298,553042,270943,659169,787246,336484,172690,131262,-1
146493,119506,64687,36019,85228,66146,40258,66305,-1
1221732,152884,84631,40516,41820,78310,93730,84551,-1
531002,1009336,78732,80438,71911,69679,81055,40636,-1
862233,281465,61928,48365,157107,52169,26657,25227,-1
1317486,539028,316343,1326706,1268145,426744,368338,110733,-1
1791796,191833,30066,56149,44539,277404,306526,48045,-1
1865587,107228,114158,98082,153226,114810,80200,50419,-1
1865587,107228,114158,98082,153226,114810,80200,50419,-1
75210,91506,24650,45863,16028,76299,109550,46332,-1
2542662,324340,228258,493024,160426,238209,119634,70412,-1
288730,399499,96951,63673,71603,56555,17055,12676,-1
920936,114470,128958,91188,45849,42437,57065,55102,-1
581570,981341,348283,139845,56491,70211,85963,79260,-1
924916,122999,50011,47046,40624,62939,101086,113274,-1
1102318,1733809,2295117,1559117,2083574,1095475,1161389,428558,-1
809410,1596485,117801,327020,272011,99916,120686,116187,-1
1297174,1114564,419788,807063,617672,323181,234710,429519,-1
776809,108347,22982,64644,93009,82105,99547,12502,-1
926078,48403,48522,100830,52618,50769,39199,20397,-1
1538815,225750,105429,29348,76426,50368,8687,12761,-1
1146579,460986,297981,412238,242930,175777,71494,23877,-1
1251213,965042,305856,234024,238664,472115,100903,86430,-1
401616,129783,90694,124843,256787,173968,69405,49300,-1
906574,343775,153903,109329,49135,63246,21153,7543,-1
1605827,220659,152067,62926,95042,130687,87605,46400,-1
975072,1019807,25046,210283,375299,104373,64502,37489,-1
771153,189953,58529,123885,162340,89707,6227,6330,-1
3882739,339438,8165,11323,22034,6316,4851,2982,-1
1049475,1807056,556159,486078,143422,915058,524726,155449,-1
621729,326016,107475,130700,79975,52906,17619,16644,-1
2007630,364674,521607,233449,184090,332542,335896,286687,-1
263457,201705,158382,133583,148580,149888,203441,84863,-1
571570,127515,26793,129880,75697,26744,17219,3853,-1
1382127,224067,133048,47200,160971,31757,16816,10500,-1
502472,188661,72529,79732,16818,88111,7222,22479,-1
664332,528995,313490,381715,248208,178497,152115,127489,-1
1671313,1896192,305234,305243,91624,136264,28606,9835,-1
375674,712168,20662,36148,101676,47022,20732,24029,-1
765528,87420,28157,26832,21716,63270,69592,18222,-1
1621532,341170,151964,209799,61748,286568,181552,91933,-1
670480,982597,74111,66357,96336,101446,55084,23608,-1
693980,422809,64809,160272,155251,156507,114867,50326,-1
1042939,187363,49776,21140,67970,69063,77215,57932,-1
2518132,467548,17423,13477,14965,17504,38012,26012,-1
1926960,599429,285909,268710,783756,325245,350964,164918,-1
2052193,596990,339438,63260,228642,207045,93984,105698,-1
229231,95052,23264,36244,151529,18946,16683,3446,-1
669438,128576,130876,223047,85638,409429,135560,74552,-1
927446,813181,164157,160386,66574,48426,13577,6829,-1
1074833,239793,130911,94795,104930,45930,27127,25376,-1
1753178,204949,129163,55995,25101,85036,29415,53060,-1
460079,216933,107518,75083,129276,110257,196652,95876,-1
806145,141023,69534,160179,96416,70573,7957,6164,-1
619538,459417,84681,182256,225535,173846,160191,43368,-1
633761,524055,447701,252602,1036822,401716,358143,207088,-1
2546348,863249,413100,209586,137546,61131,52456,23943,-1
569623,743654,193598,377755,137935,104905,74838,96848,-1
1046851,223422,70321,371506,350675,243920,143916,103143,-1
567932,1259464,77392,231482,158762,431289,90004,82734,-1
532373,234929,177106,51684,101002,298277,136940,70340,-1
1095442,596685,225162,592142,830570,326263,442797,362906,-1
2061072,1945960,1041781,170857,860706,901783,234520,128620,-1
2372006,151392,27321,36693,63587,92408,46840,42344,-1
954817,365732,121357,26488,105727,264823,92648,91516,-1
352609,701000,156329,453032,134162,127801,119474,42335,-1
1262801,176970,7535,52854,8499,258798,59947,46477,-1
1152193,153529,86749,63442,36620,118550,59479,39137,-1
453676,1083546,62064,136923,149310,53591,73580,90614,-1
1043162,781932,69240,115695,287692,274766,105316,44426,-1
1721809,1469646,401031,669246,909562,648085,439025,235739,-1
1048419,103491,80141,88733,80388,36436,20905,37083,-1
653012,97098,29981,50868,31203,60644,130001,44086,-1
1022780,361266,67612,98921,69274,86223,87303,34522,-1
1011128,254903,139389,179553,56573,18720,4493,3358,-1
1729121,520633,192753,316463,110118,86965,47480,40462,-1
1073967,194043,135737,117835,258234,175825,345984,91870,-1
539667,211254,27073,97570,169397,102640,195331,21528,-1
700469,345590,108838,72583,68886,203111,189517,38175,-1
1484270,534582,277458,110543,29467,14372,104484,37348,-1
872590,603015,127750,137451,91796,43789,16085,10880,-1
121472,598753,56913,97155,143707,191677,120768,122400,-1
1690073,150843,29687,105905,41569,91019,26724,26671,-1
1171351,253387,72353,139831,140159,110834,18282,4075,-1
718018,234354,41561,77141,110759,68075,213525,132444,-1
1976735,1472664,318176,174604,136237,89774,32398,18196,-1
479868,407495,347369,443244,320043,892927,879246,968109,-1
849623,469718,147783,71940,127079,85142,23558,14989,-1
3238699,495673,125090,13204,66737,32588,81179,27817,-1
2524711,1777525,263884,80979,338043,253749,28482,42696,-1
1711677,269800,62617,120813,21371,60649,47417,20652,-1
304328,205192,145258,82770,295177,189675,46886,79997,-1
710122,601373,23838,30801,107109,95064,27102,31644,-1
1054662,96448,255194,20478,62673,32887,14132,7571,-1
559467,103479,32708,95384,64556,60228,117232,90101,-1
2146917,399782,124329,48851,30957,23309,16819,48434,-1
235491,902177,268120,359952,465385,138724,114275,147947,-1
1667678,1328142,123823,159279,258676,211318,142456,72661,-1
906989,227237,263832,204060,82935,162687,72264,97795,-1
758170,75860,58308,126183,197033,156315,154126,55948,-1
1044199,652189,164142,138639,235324,323296,152601,72687,-1
946495,146307,37789,107196,92278,87443,24583,82458,-1
972886,1347751,1193512,164680,875530,590804,378770,328856,-1
1015828,61852,111439,37279,32078,50597,32247,55838,-1
1230577,234777,36027,121189,76679,64644,19185,9384,-1
940677,487524,253281,157182,82245,59393,20220,21793,-1
1329879,805051,422753,322856,205065,532927,163100,357940,-1
469304,61380,62891,5632,40921,99340,24704,13877,-1
1838527,43336,105779,45563,42206,99333,5675,5733,-1
3853052,238250,154395,105044,36582,20425,18072,8410,-1
1969443,268236,73599,61297,100804,173581,28650,29237,-1
231653,211768,227955,66213,356530,195282,71831,20430,-1
511300,239000,153563,278896,144008,98767,42316,41564,-1
1727383,129544,40873,10171,169219,34845,14051,10230,-1
829661,483699,226930,130463,49035,149592,84519,46877,-1
312133,421055,146125,298240,170190,315620,68312,11831,-1
1435960,901206,84358,253899,98634,226179,113140,73280,-1
2325524,301343,33457,64043,63975,72726,21490,15798,-1
959443,260251,180854,48262,94388,147572,44598,69266,-1
973131,667498,323547,296591,460747,672589,422212,212965,-1
1049029,640306,65200,99373,124028,169107,61203,42654,-1
1313053,519810,56215,95016,96293,140201,42804,14989,-1
1021470,37026,34724,53889,92147,66096,8485,10951,-1
868784,98353,6301,31881,69312,70347,60393,64369,-1
777007,100499,72471,33849,57638,80956,49219,43235,-1
201963,126106,431226,165412,113287,77429,28199,47158,-1
1272120,526108,68736,208243,17502,63321,75609,26454,-1
921914,245200,604006,753429,417759,359885,287736,366600,-1
1791879,227470,173367,123620,70320,74206,17763,19652,-1
1223670,376136,50422,98663,121333,106761,64645,64811,-1
1065275,496853,205212,72279,152758,112320,40075,17043,-1
309146,185340,88339,44023,86235,42653,47144,43461,-1
2003428,282614,50608,87600,40481,39539,34663,44006,-1
2003428,282614,50608,87600,40481,39539,34663,44006,-1
1663477,504976,72078,41186,44390,61076,46385,7231,-1
1347564,76383,145165,61423,67876,64350,48471,33824,-1
1347564,76383,145165,61423,67876,64350,48471,33824,-1
1554213,232887,10061,43214,25711,110930,58843,26904,-1
1297021,514237,114933,77784,15735,4476,3393,8357,-1
1732143,426418,100466,49939,45186,75076,87926,136948,-1
581670,394831,346963,83522,99324,167547,289316,155230,-1
842795,264679,113560,48305,101246,87808,12872,8572,-1
758403,134321,125290,114649,9097,34426,50792,9952,-1
1207264,292861,50997,50477,50873,93014,74826,30393,-1
1128380,73965,73380,85486,130876,62347,9940,6850,-1
1727111,598881,239019,254273,200157,244929,76662,65588,-1
2360028,1023938,206818,198019,123712,51487,11561,18072,-1
136842,459229,55177,49292,110080,33999,52108,18147,-1
1049823,514043,31705,60821,27618,53044,52187,45550,-1
1317154,232967,171298,273591,72590,38974,27060,18097,-1
785000,174230,14364,55345,43648,42529,66001,33504,-1
784132,235700,91991,78598,57971,58312,87735,21597,-1
631249,562803,70696,130935,19542,39840,20392,17781,-1
1669058,76764,56093,50521,79209,78722,97453,29987,-1
927077,407495,34266,73896,87488,11619,21875,18105,-1
927077,407495,34266,73896,87488,11619,21875,18105,-1
786607,1390419,75351,237355,343785,382460,303535,125818,-1
1090477,156693,27093,57006,70969,26301,72769,72237,-1
732906,522871,30161,91752,105823,26390,21848,38096,-1
1510784,551173,71650,78967,29207,52934,21279,26827,-1
836587,169000,135174,65742,62113,131921,52138,24133,-1
1341206,1549418,196794,188372,361746,536162,212667,221509,-1
910369,526669,165049,65073,52454,28665,70449,29608,-1
910369,526669,165049,65073,52454,28665,70449,29608,-1
945649,696588,122689,96404,254694,290086,256729,117277,-1
1422878,131193,110125,79899,30691,31467,41428,29014,-1
710641,190677,223988,82322,22402,19806,13085,14275,-1
2948525,76672,17926,26683,65581,17921,20597,25404,-1
2948525,76672,17926,26683,65581,17921,20597,25404,-1
1213825,107081,265937,45840,26794,15967,16251,31121,-1
1936714,130274,6549,35573,13991,38523,76037,42084,-1
656300,439444,252055,121669,263508,202877,88999,97093,-1
1834783,40332,23425,62581,183912,168205,72600,31723,-1
568260,135655,159880,100565,208823,160408,48877,38667,-1
1965672,320733,34465,74482,90412,93353,53093,23518,-1
298534,375927,112538,37232,149415,96527,61044,57149,-1
651544,231915,52078,241384,57248,27307,57361,47297,-1
893086,391228,199837,158271,133097,103178,168438,27968,-1
2243303,41733,98912,54781,121769,169260,97161,51223,-1
510048,599570,546629,105668,66543,428246,61403,22107,-1
1727620,173242,95027,304455,196118,119324,312473,193499,-1
3174307,125320,36715,115831,39942,40040,60680,60370,-1
576212,219479,48357,109323,281505,292085,162997,104219,-1
2473272,618366,219414,263526,99276,188845,298475,317223,-1
915055,783392,169714,83521,386809,207611,42015,93880,-1
1075674,559000,269803,181520,135756,134696,71219,40777,-1
1552423,172258,208243,32337,48001,80795,17409,12021,-1
124161,148952,47020,144511,52312,69434,27614,15564,-1
1584491,815182,128636,229740,251216,105308,84773,37470,-1
432752,44252,118522,50584,78500,57871,13526,16520,-1
1651378,595050,70976,202904,67631,142494,48621,25223,-1
2612902,916181,381594,135365,406901,161784,312363,245031,-1
1002834,58259,13896,101792,102288,128403,59717,31620,-1
1822150,144875,102798,134466,113836,63052,29498,52402,-1
2037515,576381,121906,74883,56048,20387,28533,21665,-1
1781228,485684,412274,578690,140237,136299,92739,208728,-1
1077694,552692,132195,375100,595709,623845,425599,245094,-1
832502,350925,169029,111860,63694,164618,84388,68303,-1
2048661,946096,31968,71529,14194,62445,5538,8257,-1
430623,40153,36126,29308,46794,111259,27425,21812,-1
1893417,111838,87891,24663,61777,92198,56516,68332,-1
1755545,663196,284075,47998,76810,42580,39283,61585,-1
2253383,259301,102335,103519,155156,331767,20852,5527,-1
114036,191602,65082,98901,62156,54410,55833,73002,-1
1422026,283816,925781,245355,565133,46937,36308,8521,-1
306246,173270,9215,81846,111134,70950,30163,46587,-1
1568850,260356,233166,383558,260740,541180,288246,162611,-1
2020335,160145,13281,51625,26369,87340,72010,15378,-1
292697,1074573,193977,149183,57831,16018,15051,15418,-1
706491,176788,232896,164694,86079,342557,570303,108437,-1
244985,188330,147017,108554,88612,106222,173874,58630,-1
1040697,354905,203533,33480,27612,40716,52148,54326,-1
1357114,458549,221583,156910,29429,182950,111279,60819,-1
789783,79636,30487,32299,69091,96811,53324,37141,-1
1822941,1332893,292723,848153,1860123,1737871,415690,223286,-1
1548267,292279,235500,149541,60879,298947,77650,19549,-1
1589745,68780,85735,72308,160133,40837,38092,36828,-1
802723,851813,20961,46502,55372,88199,26516,35575,-1
2899625,90589,165440,57501,53324,22330,7045,12234,-1
2043022,347092,231893,104371,164675,87727,17821,17416,-1
429920,1139519,185233,99252,36287,75878,43255,63698,-1
2178452,293369,272034,219984,64984,65896,40331,14633,-1
2178452,293369,272034,219984,64984,65896,40331,14633,-1
1212965,322207,7415,82706,91184,52054,3572,5260,-1
1414281,712640,134624,73855,55851,68617,36003,19337,-1
1157656,107539,109960,52357,150637,264885,253336,52487,-1
1953456,1024059,9753,5644,68831,241150,128510,93291,-1
1513857,472572,206768,74927,25102,19544,19923,10824,-1
1665763,394584,43557,61760,122405,71740,26089,25656,-1
1585175,407441,248058,191895,42953,125338,11172,6524,-1
383091,132101,194161,114143,34759,22652,14435,9834,-1
1207693,339826,236680,337397,328686,260955,145239,35042,-1
1981689,206923,26577,105011,106828,63182,11996,5366,-1
414275,217347,218760,174433,32683,46190,33443,20621,-1
418271,325502,158660,157381,78456,65033,52211,98433,-1
418271,325502,158660,157381,78456,65033,52211,98433,-1
2401203,299099,129270,162998,139323,146160,10713,9396,-1
880872,288423,163648,33635,34706,68536,47199,123084,-1
880872,288423,163648,33635,34706,68536,47199,123084,-1
1600186,939378,124065,133483,119621,66133,36166,8626,-1
882591,497117,83038,16625,16327,99225,70726,79667,-1
2191217,139529,104776,41527,41580,115176,33324,9612,-1
1154345,689155,65770,101386,55962,82229,52716,74605,-1
1524744,357011,212597,57145,264276,129306,106309,21476,-1
1498653,190626,50779,58805,75328,189970,17083,12263,-1
1695696,1035857,294659,268482,33224,48418,74298,36129,-1
1010587,147301,29311,58374,124151,100850,34990,20826,-1
1094071,47016,62906,48672,27472,38901,37370,40164,-1
1296196,109974,52086,33089,90492,64648,11484,1196,-1
1941843,820908,156778,134356,703477,534453,442572,277911,-1
2395628,591732,264374,281181,145491,340687,287571,341228,-1
2308920,479725,101168,63543,35851,71247,57099,13073,-1
203374,77767,17554,81122,58087,123090,121888,38104,-1
1947601,747637,230587,332600,134158,115038,48895,10049,-1
1975454,830040,39525,55039,37368,29087,32038,14668,-1
2758032,140114,73435,16798,9355,53068,26522,38640,-1
1806504,1868594,204566,199926,163185,183232,203072,60339,-1
224801,108592,106077,4523,108089,36760,48392,23297,-1
219087,1105229,89046,169765,27005,70094,85456,55278,-1
219087,1105229,89046,169765,27005,70094,85456,55278,-1
1707668,1038943,56126,58889,412283,367090,77676,68695,-1
589555,126012,262957,279001,67928,126971,51641,28863,-1
693627,329569,80253,61303,82476,93644,51931,19291,-1
1186434,1491495,1265870,577545,1026284,1381907,546781,558890,-1
1959646,335341,135202,74996,31251,37291,20462,20713,-1
92632,590983,106753,68251,95776,72392,5273,3846,-1
2355911,147822,33307,51002,34000,25681,55309,48981,-1
2355911,147822,33307,51002,34000,25681,55309,48981,-1
879817,262155,457430,94067,84735,94823,68620,49843,-1
3001829,307386,206216,127894,335306,358389,24123,21158,-1
158245,180902,83250,70357,71505,73693,17835,5936,-1
1583744,1104119,265145,177275,281641,200602,340255,199486,-1
1254194,1270541,202425,94058,77497,151253,77258,25100,-1
1981074,138415,45420,74387,62045,57904,35981,32014,-1
642202,73188,88668,43220,34504,39142,65960,22924,-1
642202,73188,88668,43220,34504,39142,65960,22924,-1
3081432,1666197,478987,71198,79362,495567,193192,53208,-1
1496251,213701,110864,94919,92494,106575,114791,38453,-1
3065864,412782,95427,66058,61474,36138,17169,11707,-1
1942491,562659,150652,77897,58425,130150,80365,41966,-1
518608,156138,66635,98602,118394,65198,73547,47993,-1
1648515,188891,193092,29989,115227,171645,90461,40827,-1
1984199,274684,66145,15348,20553,72063,106752,34400,-1
1984199,274684,66145,15348,20553,72063,106752,34400,-1
2383628,331753,110738,122489,90442,42753,58180,63251,-1
497374,59390,58687,72026,89385,85306,68316,43981,-1
675907,375805,38988,73482,34671,97614,7655,4289,-1
863506,126876,19928,146035,73588,49113,37111,27670,-1
3866722,309796,125549,141578,229762,110859,35987,12842,-1
3577385,416904,46679,359493,290489,392984,308742,159936,-1
1719480,290872,97787,258447,416357,92905,49515,56264,-1
1805943,534707,480419,117772,109412,137999,185065,157608,-1
1805943,534707,480419,117772,109412,137999,185065,157608,-1
1040778,598974,20639,65523,102025,295881,233378,220018,-1
2635635,651828,11165,23567,61764,35637,7542,2237,-1
374927,240816,94789,89011,12038,77285,38869,22300,-1
374927,240816,94789,89011,12038,77285,38869,22300,-1
663016,95355,277754,82040,53956,92218,41247,48180,-1
1379051,1120974,249586,181576,100929,70954,95124,130609,-1
2292560,177997,67858,60855,90030,63901,19015,8982,-1
489282,517634,83123,82701,30401,59226,4830,2509,-1
1184627,465949,60467,253415,252210,161421,75392,63614,-1
1172374,1874104,241745,119528,202332,61739,74868,41869,-1
1172374,1874104,241745,119528,202332,61739,74868,41869,-1
1963527,716100,203056,290052,209148,237214,236504,148229,-1
1208082,143748,23759,112456,92077,111208,21336,5902,-1
2051066,206809,77700,264844,235832,536786,384503,79916,-1
1793809,720468,108596,33403,45771,73380,71224,19062,-1
1793809,720468,108596,33403,45771,73380,71224,19062,-1
448669,150045,46031,138108,107737,107684,71517,41892,-1
1008252,311908,38528,19707,33194,29534,60417,9947,-1
1008252,311908,38528,19707,33194,29534,60417,9947,-1
1492617,645732,557527,267860,339717,146028,148455,102088,-1
1267054,674735,259428,303265,545373,345763,177049,100443,-1
557425,649110,190198,351005,241515,204369,269799,128164,-1
743175,297425,131241,9045,306668,162728,235263,37752,-1
1357759,435811,88583,119625,134328,101671,74319,10174,-1
1138780,1102950,438900,522477,1110530,1236795,346631,198030,-1
910499,14311,70360,19291,36932,110440,41034,55013,-1
2069461,125070,207811,146313,145887,114957,131439,56849,-1
892619,373205,290149,127106,358284,230105,42208,46055,-1
278120,374449,153603,54068,171192,335293,130381,79600,-1
1954445,636430,258382,560535,414118,241133,126645,75702,-1
468859,789863,284412,156422,150545,325248,231428,67738,-1
1780621,563810,160057,112831,65776,60636,59571,39586,-1
1780621,563810,160057,112831,65776,60636,59571,39586,-1
1058924,115119,234277,479328,308216,781830,158090,155985,-1
435103,174305,247004,365071,359424,160605,78563,48633,-1
1280700,342929,226408,243602,130052,93087,271645,105185,-1
693060,289606,83298,131643,114631,183945,53610,14565,-1
2747789,621343,572847,385655,1618702,1159441,777908,556885,-1
1330219,263449,116505,35956,76422,46620,43980,37743,-1
1450006,66229,13822,99751,43799,81632,68154,8350,-1
1145391,374338,115242,170881,72128,35526,19314,15882,-1
1609284,516662,275598,42622,39617,32247,29810,23802,-1
655395,38711,47286,15455,120399,58178,18687,7542,-1
1899119,370489,322307,122844,82623,37430,20090,10556,-1
696070,30250,40003,154158,14287,75726,62256,65857,-1
1345951,467595,27539,137316,102011,31296,35936,30443,-1
1126850,144463,81290,69690,85314,84555,65388,26728,-1
1322056,266351,134238,83132,174419,68549,21105,10522,-1
554928,175577,45416,99980,79795,18872,9919,18103,-1
806748,223637,15533,8230,41710,115548,73817,25543,-1
